flightnumber,destination,latitude,longitude,price,date
LME413  ,Chile,-10.5903,-77.6151,234.75,2025-05-15
SNM571  ,Italy,41.756,12.5776,112.57,2025-05-15
CCA475  ,China,16.8942,101.4192,237.71,2025-05-15
CXA818  ,China,16.9214,119.8881,234.23,2025-05-15
FDB1550 ,United Arab Emirates,25.5516,55.0198,164.75,2025-05-15
HBLMB   ,Switzerland,47.1046,7.6163,84.16,2025-05-15
NKS2136 ,United States,29.912,-81.6673,188.62,2025-05-15
HBLMC   ,Switzerland,47.1868,7.4489,53.41,2025-05-15
HBLMD   ,Switzerland,47.139,7.4589,64.79,2025-05-15
FDB549  ,United Arab Emirates,8.2158,78.7337,220.82,2025-05-15
JBU1434 ,United States,24.3822,-74.7005,213.19,2025-05-15
TVJ108  ,Thailand,18.5354,98.9623,108.03,2025-05-15
VLG8PQ  ,Spain,41.1663,2.0497,134.92,2025-05-15
VLG9EK  ,Spain,35.9568,-5.4759,244.97,2025-05-15
VLG63UE ,Spain,51.6559,12.6873,169.23,2025-05-15
SWA1161 ,United States,36.1922,-79.4498,183.66,2025-05-15
BIX907  ,Sweden,36.7546,25.0512,201.08,2025-05-15
SAS109  ,Sweden,58.7053,16.7238,235.52,2025-05-15
VLG21UK ,Spain,41.9301,-6.412,257.85,2025-05-15
ITEAP   ,Italy,45.9752,12.4312,16.98,2025-05-15
FPO766  ,France,47.6371,-1.6528,220.64,2025-05-15
BIX36H  ,Sweden,37.0708,24.7634,238.3,2025-05-15
VLG5SD  ,Spain,48.4859,1.6916,208.32,2025-05-15
CFE17Z  ,United Kingdom,47.5031,1.0381,222.29,2025-05-15
ECOGH   ,Spain,40.3487,-3.8924,52.02,2025-05-15
VLG7TK  ,Spain,36.9739,-7.4543,228.4,2025-05-15
VLG87JF ,Spain,44.7639,0.577,226.59,2025-05-15
SEMMK   ,Sweden,44.375,-6.3853,107.6,2025-05-15
TVJ352  ,Thailand,11.1826,99.6292,247.92,2025-05-15
AEA84SQ ,Spain,40.202,-3.0907,150.22,2025-05-15
KLM1853 ,Kingdom of the Netherlands,50.8305,7.6112,251.46,2025-05-15
VLG3WY  ,Spain,40.8396,5.0016,244.39,2025-05-15
UPS9703 ,United States,42.6406,-84.7277,229.12,2025-05-15
TAM3474 ,Brazil,-22.4224,-47.5918,234.57,2025-05-15
SEMNG   ,Sweden,64.9253,20.4269,46.7,2025-05-15
KLM65A  ,Kingdom of the Netherlands,50.5062,5.4234,237.77,2025-05-15
AAL412  ,United States,37.272,-75.4162,228.18,2025-05-15
HAYCI   ,Hungary,47.6009,19.1403,49.96,2025-05-15
TRA38Q  ,Kingdom of the Netherlands,51.0272,7.0675,253.08,2025-05-15
DKKSZ   ,Germany,47.0045,8.7822,29.22,2025-05-15
TLM629  ,Thailand,14.6772,101.5698,203.67,2025-05-15
UAL330  ,United States,49.2344,1.5837,151.77,2025-05-15
GSANJ   ,United Kingdom,51.1998,-1.4037,36.21,2025-05-15
NKS2582 ,United States,31.0063,-93.2275,274.55,2025-05-15
UAW22   ,United Kingdom,51.5001,-3.7437,39.24,2025-05-15
FDX2    ,United States,40.9339,-79.9964,256.97,2025-05-15
OEY361  ,Indonesia,-5.8778,107.2575,155.95,2025-05-15
UAT876  ,United Kingdom,52.617,-0.4549,34.87,2025-05-15
KNE8119 ,Indonesia,27.0307,50.2954,256.54,2025-05-15
ARES21  ,Italy,42.0636,12.2109,57.97,2025-05-15
BAW959  ,United Kingdom,51.621,0.343,122.59,2025-05-15
FIN7PR  ,Finland,56.1563,17.68,212.17,2025-05-15
FIN1856 ,Finland,55.2749,23.3767,235.59,2025-05-15
IBS1531 ,Spain,39.595,-6.3811,210.19,2025-05-15
FDX1417 ,United States,35.4147,-106.7403,209.26,2025-05-15
FIN2CM  ,Finland,52.0491,19.9926,245.09,2025-05-15
KLM94Q  ,Kingdom of the Netherlands,57.536,5.2331,244.0,2025-05-15
IBS16RM ,Spain,38.8127,1.2278,81.95,2025-05-15
IBE08KR ,Spain,40.403,8.7178,228.28,2025-05-15
GIA147  ,Indonesia,-1.4242,103.7951,234.77,2025-05-15
FIN8SM  ,Finland,54.516,11.7877,202.26,2025-05-15
,Indonesia,-6.594,107.5474,229.23,2025-05-15
FIN34M  ,Finland,51.8712,21.1274,232.94,2025-05-15
FIN2RL  ,Finland,50.4312,20.6367,232.73,2025-05-15
ETD36V  ,United Arab Emirates,42.2426,25.3583,295.67,2025-05-15
TSC376  ,Canada,53.1419,-0.2978,218.56,2025-05-15
,Indonesia,2.7631,101.6388,113.18,2025-05-15
TNU699  ,Indonesia,1.9471,102.703,211.99,2025-05-15
EAX2H   ,Spain,41.3889,1.7661,54.12,2025-05-15
KLM45K  ,Kingdom of the Netherlands,45.6052,11.036,178.21,2025-05-15
LOT7HL  ,Poland,44.5785,26.2613,88.82,2025-05-15
ETD240  ,United Arab Emirates,23.6488,56.506,239.31,2025-05-15
LOT4TZ  ,Poland,42.719,23.435,215.91,2025-05-15
RJA111  ,Jordan,42.399,26.9996,219.51,2025-05-15
LOT282  ,Poland,52.4765,11.4717,235.21,2025-05-15
WAZ9432 ,United Arab Emirates,26.035,52.712,244.87,2025-05-15
RJA264  ,Jordan,48.4013,17.8993,275.12,2025-05-15
RJA262G ,Jordan,41.9115,30.1599,278.51,2025-05-15
RJA263  ,Jordan,42.7893,25.4219,209.2,2025-05-15
AWQ507  ,Indonesia,-3.6807,108.3747,227.67,2025-05-15
LOT425  ,Poland,48.3853,8.8134,242.8,2025-05-15
VLG541M ,Spain,48.2307,-1.3372,230.25,2025-05-15
LNE1436 ,Chile,-34.3821,-58.6692,167.64,2025-05-15
DLA4YY  ,Italy,44.6967,11.6017,212.41,2025-05-15
EZY79ZQ ,United Kingdom,46.1155,7.0768,227.07,2025-05-15
N92ER   ,United States,41.9028,-84.0281,186.84,2025-05-15
FIN7LP  ,Finland,56.5099,9.2974,238.59,2025-05-15
UAD700  ,United Kingdom,51.1634,-1.8819,53.11,2025-05-15
UAT72   ,United Kingdom,52.5312,-0.689,60.2,2025-05-15
FIN142  ,Finland,47.038,23.6105,244.49,2025-05-15
LOT6128 ,Poland,44.6044,22.8151,214.55,2025-05-15
EZY71FM ,United Kingdom,51.129,-0.327,82.86,2025-05-15
FIN1930 ,Finland,43.0344,28.0673,203.11,2025-05-15
LOT5YM  ,Poland,40.5504,24.4506,237.06,2025-05-15
FIN7CT  ,Finland,51.5654,0.2223,128.34,2025-05-15
LOT3EJ  ,Poland,51.8938,21.1649,125.28,2025-05-15
BEL1MG  ,Belgium,45.0957,-4.2004,246.53,2025-05-15
FIN1DF  ,Finland,54.1927,15.1106,219.13,2025-05-15
UAU969  ,United Kingdom,51.1627,-1.7474,64.51,2025-05-15
UAE1Y   ,United Arab Emirates,47.2324,21.9169,225.54,2025-05-15
BEL6BR  ,Belgium,50.001,7.5318,230.21,2025-05-15
FIN4LX  ,Finland,53.6981,9.9473,103.95,2025-05-15
BAW541A ,United Kingdom,46.1784,9.1795,228.9,2025-05-15
UAM03   ,United Kingdom,53.5731,-3.066,32.93,2025-05-15
ETD98V  ,United Arab Emirates,46.3113,17.9621,270.57,2025-05-15
GCGVT   ,United Kingdom,54.0035,-2.9991,52.61,2025-05-15
BEL6QG  ,Belgium,38.7131,25.0147,190.62,2025-05-15
FDB930  ,United Arab Emirates,25.1758,55.4324,130.94,2025-05-15
WIT116  ,United Kingdom,52.6747,-0.7288,49.82,2025-05-15
WIT24   ,United Kingdom,52.7226,-0.5687,59.87,2025-05-15
AAL977  ,United States,37.3261,-84.8942,224.83,2025-05-15
NKS2569 ,United States,31.1311,-91.411,261.37,2025-05-15
UAA92   ,United Kingdom,56.5482,-2.8783,65.61,2025-05-15
DAL652  ,United States,34.9888,-88.2683,271.95,2025-05-15
UAL631  ,United States,40.177,-88.4519,212.42,2025-05-15
UAT73   ,United Kingdom,52.6085,-0.5005,34.16,2025-05-15
ETD842  ,United Arab Emirates,55.9796,37.4182,309.07,2025-05-15
UAM47   ,United Kingdom,53.6325,-2.8501,64.34,2025-05-15
DAL3152 ,United States,34.4103,-85.2167,234.62,2025-05-15
UAL1849 ,United States,38.8705,-78.1445,152.77,2025-05-15
UAU972  ,United Kingdom,51.1544,-1.7471,33.36,2025-05-15
UAL2320 ,United States,42.3207,-83.2968,87.7,2025-05-15
ETD78G  ,United Arab Emirates,35.769,22.4556,278.01,2025-05-15
EAX4G   ,Spain,41.5542,1.9722,46.37,2025-05-15
ETD35Q  ,United Arab Emirates,35.8953,14.3818,236.22,2025-05-15
AHY704  ,Azerbaijan,43.9691,29.3136,248.3,2025-05-15
CSC3923 ,China,22.366,92.6108,231.28,2025-05-15
BAW45EM ,United Kingdom,42.6061,-3.0765,226.5,2025-05-15
ERU869  ,United States,29.3869,-81.0682,51.21,2025-05-15
UAA99   ,United Kingdom,56.2286,-2.9522,41.11,2025-05-15
FIN9AD  ,Finland,53.7015,7.1664,217.51,2025-05-15
EZY12XF ,United Kingdom,46.4593,4.9956,232.14,2025-05-15
FIN8CA  ,Finland,52.0987,7.9919,232.2,2025-05-15
TAM8084 ,Brazil,31.8761,-14.8062,252.12,2025-05-15
BAW84NT ,United Kingdom,52.3248,14.3714,229.29,2025-05-15
UAE37V  ,United Arab Emirates,47.2582,22.534,266.56,2025-05-15
FIN122  ,Finland,48.6879,22.0355,247.43,2025-05-15
DAL243  ,United States,53.0745,2.8284,217.02,2025-05-15
EJA407  ,United States,41.7914,-71.7286,146.31,2025-05-15
UAE41P  ,United Arab Emirates,51.9113,18.5387,269.54,2025-05-15
BAW3AK  ,United Kingdom,50.6041,-1.3721,168.5,2025-05-15
UCA4875 ,United States,38.9823,-77.4356,73.05,2025-05-15
ETD99P  ,United Arab Emirates,45.1682,22.7909,274.74,2025-05-15
FIN33V  ,Finland,64.2254,-18.2639,242.93,2025-05-15
N280GU  ,United States,24.1894,55.2392,224.51,2025-05-15
ETD79   ,United Arab Emirates,25.3279,53.6742,221.65,2025-05-15
FIN30T  ,Finland,57.6614,0.9641,223.48,2025-05-15
FIN48V  ,Finland,56.8491,15.2104,210.1,2025-05-15
TMN1    ,Australia,-33.7127,151.2005,114.67,2025-05-15
FHY913P ,Turkey,51.3287,15.9528,248.83,2025-05-15
N70TG   ,United States,43.8772,4.8719,79.73,2025-05-15
BHL76F  ,United Kingdom,56.7058,0.5269,66.38,2025-05-15
RPA5617 ,United States,39.4255,-74.6346,201.47,2025-05-15
MAS1057 ,Malaysia,1.7451,103.4287,143.13,2025-05-15
MAS720  ,Malaysia,2.3427,103.3286,233.92,2025-05-15
CSC3917 ,China,22.4825,89.937,243.69,2025-05-15
CFE34E  ,United Kingdom,51.8665,4.4642,236.4,2025-05-15
FIN10   ,Finland,61.9394,20.7121,254.61,2025-05-15
MXY136  ,United States,30.9453,-82.3732,202.38,2025-05-15
FIN16   ,Finland,62.3211,15.8338,245.99,2025-05-15
DQA707  ,Maldives,9.8042,76.1915,189.37,2025-05-15
FPO801  ,France,44.0823,28.4819,249.32,2025-05-15
UAE56W  ,United Arab Emirates,51.4526,8.9579,245.42,2025-05-15
UAE64P  ,United Arab Emirates,45.0825,15.6349,244.34,2025-05-15
JBU1101 ,United States,27.6278,-83.7715,210.96,2025-05-15
MAS2635 ,Malaysia,4.9253,112.3677,242.14,2025-05-15
BAW388  ,United Kingdom,44.2146,23.5983,260.18,2025-05-15
CRV1    ,United Kingdom,40.8546,4.9142,229.4,2025-05-15
HLF8828 ,China,35.9253,138.8061,200.7,2025-05-15
UAE5WR  ,United Arab Emirates,50.5086,17.7378,268.24,2025-05-15
MAS391  ,Malaysia,2.5147,101.7962,107.01,2025-05-15
CES5069 ,China,23.9307,114.014,244.45,2025-05-15
UPS4    ,United States,44.3057,26.9149,273.57,2025-05-15
SWA636  ,United States,32.4924,-88.6002,224.0,2025-05-15
CSZ9325 ,China,22.0285,112.978,206.85,2025-05-15
CSH822  ,China,33.5735,130.6892,213.2,2025-05-15
SIA421  ,Singapore,2.6842,101.2853,250.2,2025-05-15
CAO3108 ,China,23.5828,85.6485,250.54,2025-05-15
SIA709  ,Singapore,2.0313,104.1995,152.28,2025-05-15
GCEGU   ,United Kingdom,51.5034,-1.7413,55.2,2025-05-15
RVP206  ,Portugal,38.8922,-7.8688,48.49,2025-05-15
CSN8324 ,China,13.5541,101.2922,178.47,2025-05-15
SIA946  ,Singapore,1.2269,104.2863,182.03,2025-05-15
MAS2665 ,Malaysia,4.5471,116.4745,247.28,2025-05-15
00520000,United States,40.7547,-78.1345,223.63,2025-05-15
ECA2WR  ,Germany,47.5556,11.2434,171.13,2025-05-15
UAL446  ,United States,27.1405,-80.4506,207.49,2025-05-15
PKOFI   ,Indonesia,-5.9615,107.6608,219.67,2025-05-15
PHJAC   ,Kingdom of the Netherlands,55.3393,8.6684,60.52,2025-05-15
DAL184  ,United States,45.546,8.7568,82.73,2025-05-15
OEY323  ,Indonesia,-5.8987,109.7274,220.6,2025-05-15
LOT3908 ,Poland,50.1081,19.6556,122.28,2025-05-15
LOT591  ,Poland,42.0012,21.5894,141.68,2025-05-15
DAL1504 ,United States,34.3927,-83.5769,218.96,2025-05-15
TAM3654 ,Brazil,-21.8411,-48.2163,237.19,2025-05-15
LHX4AR  ,Germany,51.5483,4.9659,223.78,2025-05-15
0       ,United States,35.5448,-97.6363,35.29,2025-05-15
SJV245  ,Indonesia,-5.9517,108.7904,241.37,2025-05-15
TCAJM   ,Turkey,39.5751,26.8694,57.05,2025-05-15
LHX2T   ,Germany,49.7042,12.8289,203.11,2025-05-15
WIF588  ,Norway,59.7635,5.7025,149.98,2025-05-15
TAM3988 ,Brazil,-25.878,-47.9344,190.79,2025-05-15
NJE409G ,Portugal,49.3257,6.3274,189.49,2025-05-15
SAS1648 ,Sweden,54.424,11.4527,120.14,2025-05-15
NJE566Q ,Portugal,48.4138,12.1157,97.13,2025-05-15
HBKNC   ,Switzerland,46.1757,9.0152,42.26,2025-05-15
NJE613L ,Portugal,43.4643,21.8441,231.33,2025-05-15
KLM1365 ,Kingdom of the Netherlands,48.8762,14.599,247.92,2025-05-15
BAW65   ,United Kingdom,43.9658,11.1244,258.83,2025-05-15
CJT918  ,Canada,39.4039,-85.7086,229.7,2025-05-15
N650XY  ,United States,37.0962,18.6618,278.88,2025-05-15
SJV677  ,Indonesia,-7.8612,110.4823,172.86,2025-05-15
KLM792  ,Kingdom of the Netherlands,49.3631,-8.7705,237.67,2025-05-15
APJ345  ,Japan,35.3459,136.4128,207.53,2025-05-15
KLM1754 ,Kingdom of the Netherlands,53.3815,8.9514,257.16,2025-05-15
AAL2334 ,United States,24.7761,-78.7022,204.61,2025-05-15
UAL240  ,United States,22.3214,-71.0828,232.84,2025-05-15
HBKPJ   ,Switzerland,47.5334,7.7061,64.13,2025-05-15
VOE2198 ,Spain,38.4245,13.0011,213.55,2025-05-15
KLM66U  ,Kingdom of the Netherlands,51.6344,3.6021,130.02,2025-05-15
SWA1164 ,United States,37.7243,-77.0941,151.29,2025-05-15
SAS2728 ,Sweden,59.989,19.4615,122.71,2025-05-15
SAS709  ,Sweden,60.3904,25.0264,92.03,2025-05-15
MAS2607 ,Malaysia,2.3986,101.9773,123.16,2025-05-15
SIA226  ,Singapore,0.9051,104.0797,120.66,2025-05-15
AAL154  ,United States,55.3871,-10.3822,213.88,2025-05-15
SIA720  ,Singapore,1.3992,104.0126,103.69,2025-05-15
SIA919  ,Singapore,7.5798,114.0053,249.0,2025-05-15
SWA1777 ,United States,31.9311,-96.8916,232.15,2025-05-15
SWA4547 ,United States,33.3612,-86.2245,214.39,2025-05-15
EXS3    ,United Kingdom,50.4513,-5.0236,77.4,2025-05-15
EXS66ED ,United Kingdom,41.793,12.2079,89.83,2025-05-15
QLK1287 ,Australia,-36.126,145.3488,228.43,2025-05-15
QLK1286 ,Australia,-37.6041,144.6377,158.67,2025-05-15
FCA2FM  ,Hungary,50.9019,4.4466,84.74,2025-05-15
SWA404  ,United States,41.8273,-86.5252,236.5,2025-05-15
AXM6130 ,Malaysia,3.5952,101.0338,218.61,2025-05-15
AXM6419 ,Malaysia,1.6821,103.1912,149.58,2025-05-15
PANTR44 ,Portugal,40.92,-8.6422,9.27,2025-05-15
QLK1502 ,Australia,-33.7451,148.5127,229.89,2025-05-15
ETD6HZ  ,United Arab Emirates,36.3283,14.3927,266.33,2025-05-15
GCGWH   ,United Kingdom,51.1175,-2.9318,49.91,2025-05-15
ETD19G  ,United Arab Emirates,48.2339,20.9423,233.83,2025-05-15
MAS6119 ,Malaysia,21.2063,114.0494,223.78,2025-05-15
ETD9GL  ,United Arab Emirates,44.1937,24.764,278.83,2025-05-15
MAS6124 ,Malaysia,32.555,29.0841,218.01,2025-05-15
MAS165  ,Malaysia,13.1686,82.4588,234.05,2025-05-15
BEL4KE  ,Belgium,38.6615,6.9174,243.66,2025-05-15
EJA475  ,United States,37.2473,-79.5626,224.16,2025-05-15
BEL3DY  ,Belgium,49.7523,5.9744,242.4,2025-05-15
BEL37K  ,Belgium,50.7749,4.5953,137.98,2025-05-15
BEL3NM  ,Belgium,45.155,0.2751,241.92,2025-05-15
ABY684  ,United Arab Emirates,38.0377,24.2643,139.81,2025-05-15
AAL2031 ,United States,30.3606,-90.8818,271.08,2025-05-15
NHZ653  ,United Kingdom,57.3993,-2.1086,67.7,2025-05-15
ADY203  ,United Arab Emirates,24.4577,54.9048,175.86,2025-05-15
CES271  ,China,33.7191,136.7616,260.15,2025-05-15
GEKHW   ,United Kingdom,53.1416,-2.6112,61.15,2025-05-15
MAL8088 ,Canada,51.0508,-106.6939,147.48,2025-05-15
BEL1EE  ,Belgium,45.8237,2.9827,235.15,2025-05-15
BEL2VK  ,Belgium,53.1705,-11.2611,255.93,2025-05-15
FYL71AC ,Luxembourg,50.26,5.5086,214.93,2025-05-15
QFA25   ,Australia,-33.7122,151.6877,200.02,2025-05-15
QFA781  ,Australia,-37.5265,144.117,200.57,2025-05-15
FFT3021 ,United States,33.4502,-85.7601,227.77,2025-05-15
QFA59   ,Australia,33.6335,139.994,227.9,2025-05-15
GWPDB   ,United Kingdom,53.0684,-2.1106,19.1,2025-05-15
TOM5HY  ,United Kingdom,44.7617,15.6505,210.19,2025-05-15
SKU640  ,Chile,-34.9267,-58.3659,260.76,2025-05-15
CAO3139 ,China,56.653,88.0243,178.92,2025-05-15
AHY064  ,Azerbaijan,47.6123,23.2443,256.4,2025-05-15
AHY046  ,Azerbaijan,40.5839,7.7803,236.63,2025-05-15
LTA814  ,United States,39.7779,-86.7195,58.27,2025-05-15
LXA6A   ,Luxembourg,50.461,0.8058,225.39,2025-05-15
APJ319  ,Japan,34.3289,135.0583,140.22,2025-05-15
QLK31D  ,Australia,-32.5612,151.117,195.13,2025-05-15
FIN2HA  ,Finland,60.2772,23.6597,166.54,2025-05-15
FIN84G  ,Finland,49.9931,22.3163,239.88,2025-05-15
FIN2RE  ,Finland,58.3637,18.8619,215.02,2025-05-15
FIN4PT  ,Finland,58.8184,20.0267,261.83,2025-05-15
FIN96W  ,Finland,57.8554,16.4896,274.83,2025-05-15
FIN85B  ,Finland,52.743,21.7516,235.14,2025-05-15
EZY48AN ,United Kingdom,42.5052,1.0096,223.1,2025-05-15
AAL1403 ,United States,38.5755,-80.0175,221.75,2025-05-15
EZY26RD ,United Kingdom,42.9556,0.653,238.82,2025-05-15
AAL2903 ,United States,39.7978,-82.1116,224.36,2025-05-15
EZY18XZ ,United Kingdom,49.4233,-2.047,164.4,2025-05-15
BAW42DB ,United Kingdom,52.3927,-1.5238,190.07,2025-05-15
EZY58YD ,United Kingdom,42.8158,9.9685,217.06,2025-05-15
EZY43QP ,United Kingdom,45.4861,-0.2223,223.86,2025-05-15
TOM1ET  ,United Kingdom,43.9666,0.2492,231.28,2025-05-15
CSS205  ,China,54.9029,20.4632,3.92,2025-05-15
JFA34K  ,Luxembourg,43.4495,6.8111,134.33,2025-05-15
FIN7EK  ,Finland,52.9954,21.4317,239.8,2025-05-15
VJH624  ,Germany,44.105,8.9253,168.14,2025-05-15
SCX3011 ,United States,38.3521,-86.2042,216.67,2025-05-15
CSN6547 ,China,22.6115,114.0244,154.4,2025-05-15
,China,22.8616,115.5119,235.54,2025-05-15
UAL2333 ,United States,32.9549,-79.9474,132.17,2025-05-15
AAL3197 ,United States,42.3997,-88.8181,199.43,2025-05-15
ERU450  ,United States,28.9122,-80.8773,43.76,2025-05-15
GLO1409 ,Brazil,-23.4558,-46.5501,63.67,2025-05-15
WVE822  ,United States,35.1845,15.6646,123.09,2025-05-15
LNI305  ,Indonesia,-1.0985,103.5311,232.2,2025-05-15
DAL2950 ,United States,35.3396,-82.3966,241.2,2025-05-15
IBE0823 ,Spain,52.6332,6.1096,198.78,2025-05-15
UAL2434 ,United States,40.6453,-75.16,220.3,2025-05-15
DAL3162 ,United States,33.3013,-83.9522,140.13,2025-05-15
UAL121  ,United States,41.945,0.4102,260.7,2025-05-15
SKYHWK1 ,Canada,53.252,9.3791,221.25,2025-05-15
PRY04   ,United States,41.5815,-89.4643,154.44,2025-05-15
FCK2FT  ,Germany,51.0359,8.7438,98.46,2025-05-15
UAL261  ,United States,41.8515,-11.2364,218.74,2025-05-15
SJV943  ,Indonesia,1.6151,101.0416,226.78,2025-05-15
BTK6374 ,Indonesia,-7.5033,108.2779,225.86,2025-05-15
SKX5360 ,Chile,-8.036,-75.3892,243.65,2025-05-15
ICNTQ   ,Italy,45.2829,11.2671,46.44,2025-05-15
SWA1150 ,United States,27.7271,-78.8568,212.64,2025-05-15
GFA204  ,Bahrain,31.1103,47.2143,236.7,2025-05-15
UNI151  ,Germany,44.6101,24.9714,261.8,2025-05-15
KMF965  ,Afghanistan,25.2158,55.4312,69.7,2025-05-15
GAWGB   ,United Kingdom,51.8017,-1.9213,97.94,2025-05-15
BAW73B  ,United Kingdom,47.8414,5.7513,239.52,2025-05-15
BIO03   ,Denmark,44.9912,9.4576,72.7,2025-05-15
NOZ1495 ,Norway,53.1842,3.4286,208.36,2025-05-15
LFA202  ,United Kingdom,51.7678,-0.0477,76.98,2025-05-15
LFA201  ,United Kingdom,51.0257,-1.6173,66.27,2025-05-15
PLINE33 ,United Kingdom,54.3991,-2.6091,65.82,2025-05-15
VLG7BQ  ,Spain,39.1434,16.5129,203.9,2025-05-15
EFC33L  ,United Arab Emirates,25.0019,55.8207,74.32,2025-05-15
FDX1521 ,United States,42.8076,-96.032,237.45,2025-05-15
WJA737  ,Canada,46.0886,-84.1803,225.31,2025-05-15
SWA397  ,United States,39.4508,-77.9102,169.25,2025-05-15
AAL734  ,United States,52.1714,-6.9305,214.3,2025-05-15
CNPLN   ,Morocco,45.2164,10.5154,65.12,2025-05-15
CNPLD   ,Morocco,45.2386,10.8272,66.49,2025-05-15
BAH3    ,Bahrain,28.8314,48.7715,234.86,2025-05-15
BAW196E ,United Kingdom,52.6878,-11.2068,230.97,2025-05-15
CXK645  ,United States,36.889,-78.3621,66.09,2025-05-15
EZY68WE ,United Kingdom,54.6205,-2.8615,207.57,2025-05-15
AXM857  ,Malaysia,16.7651,99.8083,235.76,2025-05-15
,Spain,40.5322,-3.5746,94.66,2025-05-15
SFY3DB  ,United Kingdom,51.9958,-2.6479,53.65,2025-05-15
BAW26V  ,United Kingdom,54.9861,-7.1222,224.19,2025-05-15
GES021A ,Spain,39.4732,1.0736,165.69,2025-05-15
ABY191  ,United Arab Emirates,27.0214,45.6735,208.39,2025-05-15
BIO02   ,Denmark,53.1885,-3.0212,59.04,2025-05-15
TAM3907 ,Brazil,-23.3521,-43.4605,173.23,2025-05-15
TAM3534 ,Brazil,-23.5982,-46.599,169.16,2025-05-15
AEA66GL ,Spain,39.5751,-0.6853,139.56,2025-05-15
TOM8HJ  ,United Kingdom,47.9515,9.9078,214.3,2025-05-15
TOM5GB  ,United Kingdom,44.8695,-0.184,228.7,2025-05-15
VLG3YM  ,Spain,39.13,-5.0466,225.49,2025-05-15
VLG7ZR  ,Spain,39.0145,-1.2795,226.41,2025-05-15
AAL3166 ,United States,40.3082,-77.4677,220.21,2025-05-15
VLG2JK  ,Spain,43.9426,10.6539,140.11,2025-05-15
ABY358  ,United Arab Emirates,32.5376,46.2426,224.9,2025-05-15
CES5013 ,China,53.7774,88.4534,174.45,2025-05-15
EZY98PG ,United Kingdom,51.9163,2.4335,206.05,2025-05-15
UPS490  ,United States,43.0935,-100.6625,246.48,2025-05-15
DAL1019 ,United States,42.6503,-81.749,199.35,2025-05-15
LAV4474 ,Spain,52.0268,0.1129,124.13,2025-05-15
EZY83ZB ,United Kingdom,41.068,-3.1978,225.38,2025-05-15
WAZ34UC ,United Arab Emirates,31.2984,36.7343,248.9,2025-05-15
LGL168  ,Luxembourg,46.4499,20.5982,210.35,2025-05-15
SIA183  ,Singapore,3.4145,104.6363,237.26,2025-05-15
UAL2482 ,United States,40.9094,-75.211,149.44,2025-05-15
LGL5TP  ,Luxembourg,45.3209,19.6716,210.26,2025-05-15
QFA696  ,Australia,-35.8417,141.154,228.32,2025-05-15
FDB852  ,United Arab Emirates,25.3647,55.3163,185.99,2025-05-15
QFA904  ,Australia,-29.784,152.9385,216.08,2025-05-15
QFA491  ,Australia,-36.7885,146.8881,216.16,2025-05-15
SVR372  ,Russian Federation,59.816,24.9685,231.86,2025-05-15
RPA4417 ,United States,33.8393,-79.5417,197.52,2025-05-15
LNX34GC ,United Kingdom,42.1206,27.554,179.79,2025-05-15
MEA229  ,Lebanon,36.1201,33.3896,177.11,2025-05-15
TCAHH   ,Turkey,41.1154,28.5046,52.69,2025-05-15
JME613G ,Portugal,51.8938,-0.8949,130.25,2025-05-15
LGL41V  ,Luxembourg,46.8352,9.3591,157.63,2025-05-15
LGL8255 ,Luxembourg,43.5685,7.7081,107.4,2025-05-15
TLM760  ,Thailand,10.6856,99.3555,245.93,2025-05-15
FDB821  ,United Arab Emirates,25.5159,53.813,222.99,2025-05-15
AXM5013 ,Malaysia,1.5402,104.0414,158.76,2025-05-15
UAE9901 ,United Arab Emirates,51.949,0.1738,139.78,2025-05-15
SIA308  ,Singapore,40.412,37.9553,241.7,2025-05-15
LION91  ,Austria,48.3842,16.0616,34.56,2025-05-15
SIA326  ,Singapore,30.0154,47.9109,247.6,2025-05-15
TUI3AW  ,Germany,47.4201,13.6847,191.83,2025-05-15
FDB1481 ,United Arab Emirates,19.4762,85.9368,234.58,2025-05-15
GLT157  ,United States,36.365,-95.4035,169.65,2025-05-15
GFA018  ,Bahrain,46.8029,12.5414,245.49,2025-05-15
SWA2961 ,United States,30.0678,-90.4638,149.78,2025-05-15
AFL1362 ,Russian Federation,45.3143,48.3002,183.84,2025-05-15
AFL1231 ,Russian Federation,55.3683,50.1773,228.27,2025-05-15
MEA427  ,Lebanon,31.472,44.7971,203.4,2025-05-15
MAS725  ,Malaysia,-0.0088,104.023,221.31,2025-05-15
CES790  ,China,37.4112,126.4219,205.27,2025-05-15
AFL1505 ,Russian Federation,56.6961,47.8433,225.45,2025-05-15
ACA701  ,Canada,41.1457,-74.1476,199.92,2025-05-15
AFL1490 ,Russian Federation,59.3871,57.3469,247.47,2025-05-15
HBKNO   ,Switzerland,46.269,9.0147,43.12,2025-05-15
GFA003  ,Bahrain,42.433,30.0036,223.02,2025-05-15
GFA043  ,Bahrain,39.8177,36.6881,216.27,2025-05-15
GFA002  ,Bahrain,48.4192,14.8502,270.95,2025-05-15
FDX1438 ,United States,35.0495,-106.7279,219.66,2025-05-15
AFL733  ,Russian Federation,35.5121,30.8536,215.13,2025-05-15
AFL1212 ,Russian Federation,55.9819,37.4213,26.68,2025-05-15
DKDET   ,Germany,51.3318,6.1707,30.39,2025-05-15
JAL2757 ,Japan,41.8445,140.8555,88.34,2025-05-15
